id,title,year,rating,category,cast,director,summary,poster,created_at,updated_at
1481,The Grifters,1990,3,Comedies,"Anjelica Huston, John Cusack, Annette Bening, Pat Hingle, J.T. Walsh, Charles Napier, Jeremy Piven, Gregory Sporleder, Gailard Sartain, Michael Laskin",Stephen Frears,"When petty crook Roy Dillon is injured during a botched job, he finds himself in the midst of a power struggle between two big-time con artists: his estranged mother and his headstrong girlfriend.",http://netflixroulette.net/api/posters/562335.jpg,2016-05-02 22:58:54 UTC,2016-05-02 22:58:54 UTC
1482,Going Berserk,1983,3,Comedies,"John Candy, Joe Flaherty, Eugene Levy, Alley Mills, Pat Hingle, Ann Bronston, Eve Brent, Elizabeth Kerr, Richard Libertini, Dixie Carter",David Steinberg,"When limo driver John Bourgignon (John Candy) gets engaged to Nancy Reese (Alley Mills) -- much to the chagrin of her congressman father (Pat Hingle) -- John becomes the target of the politician's enemies: a religious cult of aerobics instructors. Fellow Second City alumni Eugene Levy and Joe Flaherty join Candy in this wacky 1983 comedy that spoofs kung-fu movies, ""Leave It to Beaver"" and The Manchurian Candidate.",http://netflixroulette.net/api/posters/70110933.jpg,2016-05-02 22:58:54 UTC,2016-05-02 22:58:54 UTC
1483,Batman,1989,3,Sci-Fi & Fantasy,"Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl, Pat Hingle, Billy Dee Williams, Michael Gough, Jack Palance",Tim Burton,Batman begins making a name for himself just as the flamboyant Joker takes over the Mafia in director Tim Burton's adaptation of the comic book.,http://netflixroulette.net/api/posters/287290.jpg,2016-05-02 22:58:54 UTC,2016-05-02 22:58:54 UTC
1484,Impostor,2001,3,Sci-Fi & Fantasy,"Gary Sinise, Madeleine Stowe, Vincent D'Onofrio, Tony Shalhoub, Tim Guinee, Mekhi Phifer, Gary Dourdan, Lindsay Crouse, Elizabeth Peña",Gary Fleder,"In 2079, a well-respected scientist with the perfect life wakes up one morning to find himself suspected of being a replicant planted by aliens. Now, he must do everything in his power to prove his identity and his innocence.",http://netflixroulette.net/api/posters/60001613.jpg,2016-05-02 22:58:54 UTC,2016-05-02 22:58:54 UTC
1485,Reindeer Games,2000,3,Action & Adventure,"Ben Affleck, Gary Sinise, Charlize Theron, Dennis Farina, James Frain, Donal Logue, Dana Stubblefield, Danny Trejo, Isaac Hayes, Clarence Williams III",John Frankenheimer,"Ex-con Rudy poses as his former cellmate Nick so he can meet Nick's alluring pen pal, Ashley. But Ashley has less romantic reasons for befriending Nick. Rudy soon discovers Ashley and her brother are plotting a heist that requires his participation.",http://netflixroulette.net/api/posters/60000163.jpg,2016-05-02 22:58:54 UTC,2016-05-02 22:58:54 UTC
1486,A Gentleman's Game,2001,3,Dramas,"Mason Gamble, Gary Sinise, Philip Baker Hall, Dylan Baker, Ellen Muth, Brian Doyle-Murray, Henry Simmons, David Zayas, Kevin Thoms",J. Mills Goodloe,"When 12-year-old Timmy shows early promise as a golfer, his father sends him to caddy at the local country club. There, he meets a golf instructor with a broken past who teaches him more than just technique and sportsmanship.",http://netflixroulette.net/api/posters/60023666.jpg,2016-05-02 22:58:54 UTC,2016-05-02 22:58:54 UTC
1487,The Forgotten,2004,3,Sci-Fi & Fantasy,"Julianne Moore, Dominic West, Gary Sinise, Alfre Woodard, Anthony Edwards, Linus Roache, Robert Wisdom, Jessica Hecht, Ken Abraham, Lee Tergesen",Joseph Ruben,"A desperate mother tries to prove the existence of her missing child in this chilling psychological thriller. Reeling from the loss of her 8-year-old son, she seeks counsel from a therapist -- who claims the boy was a figment of her imagination.",http://netflixroulette.net/api/posters/70001232.jpg,2016-05-02 22:58:54 UTC,2016-05-02 22:58:54 UTC
1488,When We Left Earth: The NASA Missions,2008,4,TV Shows,"Gene Kranz, Jim Lovell, Gene Cernan, Gary Sinise","","Follow the 20th century's space race all the way to the moon -- and beyond -- in this documentary series. The program features eye-popping footage from a host of various missions, plus in-depth interviews with NASA astronauts and engineers.",http://netflixroulette.net/api/posters/70218722.jpg,2016-05-02 22:58:54 UTC,2016-05-02 22:58:54 UTC
1489,CSI: NY,2004,3,TV Shows,"Gary Sinise, Carmine Giovinazzo, Hill Harper, Eddie Cahill, Melina Kanakaredes, Anna Belknap, Robert Joy, A.J. Buckley, Vanessa Ferlito","","Science in the service of crime fighting comes to the Big Apple in the second spinoff of the ""CSI"" franchise. Gary Sinise stars as workaholic detective Mac Taylor, who guides an elite squad of forensics investigators determined to nab the criminals.",http://netflixroulette.net/api/posters/70153397.jpg,2016-05-02 22:58:54 UTC,2016-05-02 22:58:54 UTC
1491,WWII: Lost Films,2009,4,TV Shows,"Gary Sinise, Rob Lowe, Justin Bartha, Josh Lucas, LL Cool J, Amy Smart, Steve Zahn, Jason Ritter, Ron Livingston, Tim DeKay, Mark Hefti, James Kyson, Rob Corddry","",Rare color footage interwoven with firsthand interviews and diary entries bring to life the global sweep of World War II via those who were there.,http://netflixroulette.net/api/posters/70212566.jpg,2016-05-02 22:58:54 UTC,2016-05-02 22:58:54 UTC
1492,Call Me Crazy: A Five Film,2013,2,Dramas,"Jennifer Hudson, Sarah Hyland, Melissa Leo, Mitch Rouse, Octavia Spencer, Sofia Vassilieva, Brittany Snow, Melanie Griffith, Lea Thompson, Chelsea Handler","Laura Dern, Bryce Dallas Howard, Bonnie Hunt, Ashley Judd, Sharon Maguire","Five shorts explore the struggle to cope with mental illness through the stories of a schizophrenic law student, a war veteran with PTSD and more.",http://netflixroulette.net/api/posters/70303522.jpg,2016-05-02 22:58:55 UTC,2016-05-02 22:58:55 UTC
1493,Buffalo Girls,1995,3,Action & Adventure,"Anjelica Huston, Melanie Griffith, Gabriel Byrne, Peter Coyote, Tracey Walter, Floyd ""Red Crow"" Westerman, Jack Palance, Charlayne Woodard, John Diehl, Liev Schreiber",Rod Hardy,Anjelica Huston stars as colorful cowgirl Calamity Jane in this made-for-TV biopic that follows her through the waning days of the Wild West -- from her stint as a mule skinner for Gen. George Armstrong Custer to her fling with Wild Bill Hickok.,http://netflixroulette.net/api/posters/70213132.jpg,2016-05-02 22:58:55 UTC,2016-05-02 22:58:55 UTC
1494,Joyride,1977,2,Action & Adventure,"Desi Arnaz Jr., Robert Carradine, Melanie Griffith, Cliff Lenz, Tom Ligon, Anne Lockhart, Robert Loper, Duncan Maclean, Richard Mazzola",Joseph Ruben,"This drama stars Desi Arnaz Jr., Robert Carradine, Anne Lockhart and Melanie Griffith as bored teenagers who leave L.A. behind for an Alaskan adventure. Excited about the prospect of building the Alaskan oil pipeline, the transplants soon realize the work is backbreaking and dangerous, and there's not much money in it. Looking for cheap thrills and some pocket money, the group embarks on a life of crime and soon has the police in hot pursuit.",http://netflixroulette.net/api/posters/70002091.jpg,2016-05-02 22:58:55 UTC,2016-05-02 22:58:55 UTC
1495,Automata,2014,2,Thrillers,"Antonio Banderas, Birgitte Hjort Sørensen, Melanie Griffith, Dylan McDermott, Robert Forster, Andy Nyman, Tim McInnerny, David Ryall",Gabe Ibáñez,"In a dystopian future, an insurance adjuster for a tech company investigates a robot killed for violating protocol and discovers a global conspiracy.",http://netflixroulette.net/api/posters/70304989.jpg,2016-05-02 22:58:55 UTC,2016-05-02 22:58:55 UTC
1496,Shining Through,1992,3,Thrillers,"Michael Douglas, Melanie Griffith, Liam Neeson, Joely Richardson, John Gielgud, Francis Guinan, Patrick Winczewski, Anthony Walters, Victoria Shalet, Sheila Allen",David Seltzer,"After secretary Linda learns her boss is a spy, she's recruited to go undercover behind enemy lines to penetrate the home of a high-ranking official.",http://netflixroulette.net/api/posters/60035992.jpg,2016-05-02 22:58:55 UTC,2016-05-02 22:58:55 UTC
1497,Cecil B. Demented,2000,3,Independent Movies,"Melanie Griffith, Stephen Dorff, Alicia Witt, Adrian Grenier, Lawrence Gilliard Jr., Maggie Gyllenhaal, Jack Noseworthy, Mink Stole, Ricki Lake, Kevin Nealon, Eric Roberts",John Waters,Writer-director John Waters chronicles a crew of guerrilla filmmakers who kidnap a movie goddess and force her to star in their underground movie.,http://netflixroulette.net/api/posters/60001520.jpg,2016-05-02 22:58:55 UTC,2016-05-02 22:58:55 UTC
1498,The Swan Princess Christmas,2012,3,Children & Family Movies,"Elle Deets, Yuri Lowenthal, Jennifer Miller, Joseph Medrano, Sean Wright, David Lodge, Catherine Lavin, James Arrington, Clayton James, Gardner Jaas",Richard Rich,"Disney vet Richard Rich helms his fourth feature based on characters from the ballet ""Swan Lake,"" who this time around must save Christmas. Despite some wizardly interference, Princess Odette and Prince Derek are determined to enjoy the holiday.",http://netflixroulette.net/api/posters/70270758.jpg,2016-05-02 22:58:55 UTC,2016-05-02 22:58:55 UTC
1499,Films of Fury: The Kung Fu Movie Movie,2011,3,Documentaries,"Yuri Lowenthal, Chuck Norris, Bruce Lee, Jackie Chan, Jet Li","Andrew Corvey, Andrew W. Robinson","An animated but earnest kung fu fan (who knows all his trivia) narrates this documentary tribute to the great martial arts stars and their films. The movie includes scenes from more than 200 movies featuring Bruce Lee, Jackie Chan and other stars.",http://netflixroulette.net/api/posters/70231689.jpg,2016-05-02 22:58:55 UTC,2016-05-02 22:58:55 UTC
1500,Pirates Who Don't Do Anything: A VeggieTales Movie,2008,3,Children & Family Movies,"Phil Vischer, Mike Nawrocki, Cam Clarke, Laura Gerow, Yuri Lowenthal, Alan Lee, Cydney Trent, Keri Pisapia, Tim Hodge, Andy Youssi",Mike Nawrocki,Three busboys finally get their chance to be the stars of a dinner theater's swashbuckling pirate show when they're sent back in time to fight real pirates! The trio faces many challenges as they try to return to the present day in one piece.,http://netflixroulette.net/api/posters/70075475.jpg,2016-05-02 22:58:55 UTC,2016-05-02 22:58:55 UTC
1501,Wolverine and the X-Men,2008,4,TV Shows,"Steve Blum, Kari Wahlgren, Kieren van den Blink, Susan Dalian, Jennifer Hale, Danielle Judovits, Yuri Lowenthal","","To bring down the powerful Mutant Response Division and ward off a catastrophic future seen by the missing Professor Xavier, Wolverine reunites with Storm, Rogue, Cyclops, Beast and the other X-Men to wage a war against the enemies of humanity.",http://netflixroulette.net/api/posters/70172491.jpg,2016-05-02 22:58:55 UTC,2016-05-02 22:58:55 UTC
1502,Girls Bravo,2004,3,TV Shows,"Ayako Kawasumi, Michelle Ruff, Mamiko Noto, Yuri Lowenthal, Masayo Kurata, Carrie Savage, Yuki Matsuoka, Hunter Mackenzie Austin, Ayaka Saito, J-Ray Hochfield","","In this erotic anime romp, young Yukinari must overcome his extreme fear of girls when he's magically transported to a world inhabited mostly by women. There he grows infatuated with a girl named Miharu, whom he wants to bring back home.",http://netflixroulette.net/api/posters/70204985.jpg,2016-05-02 22:58:55 UTC,2016-05-02 22:58:55 UTC
1503,Gurren Lagann,2007,4,Anime,"Tetsuya Kakihara, Yuri Lowenthal, Katsuyuki Konishi, Kyle Hebert, Marina Inoue, Michelle Ruff, Yukari Fukui, Sam Riegel, Hynden Walch, G.K. Bowes","","When a young laborer escapes to the world aboveground, he discovers a violent land in which humans battle robots controlled by a power-hungry noble.",http://netflixroulette.net/api/posters/70213196.jpg,2016-05-02 22:58:55 UTC,2016-05-02 22:58:55 UTC
1504,Swan Princess: A Royal Family Tale,2013,3,Children & Family Movies,"Elle Deets, Yuri Lowenthal, Joseph Medrano, James Arrington",Richard Rich,"Princess Odette, Derek and their woodland friends must work together to find a way to bring a young girl named Alise home to the castle.",http://netflixroulette.net/api/posters/70287757.jpg,2016-05-02 22:58:55 UTC,2016-05-02 22:58:55 UTC
1505,Monster High: Fright On!,2011,4,TV Shows,"Kate Higgins, Debi Derryberry, Salli Saffioti, Laura Bailey, Yuri Lowenthal, Audu Paden, Cindy Robinson, Erin Fitzgerald, America Young, Ogie Banks","Victor Dal Chele, Alfred Gimeno","Big changes are afoot at Monster High when administrators announce a merger with two other schools, designed to bring all monsters together.",http://netflixroulette.net/api/posters/80020036.jpg,2016-05-02 22:58:55 UTC,2016-05-02 22:58:55 UTC
1506,Urban Legends: Final Cut,2000,3,Horror Movies,"Jennifer Morrison, Matthew Davis, Hart Bochner, Loretta Devine, Joseph Lawrence, Anson Mount, Eva Mendes, Jessica Cauffiel, Anthony Anderson",John Ottman,"When film student Amy makes a movie about urban legends, a faceless killer quickly thins her cast, and the lines between fact and fiction become hopelessly blurred. Now, Amy must unravel the mystery before the murderer gets to her.",http://netflixroulette.net/api/posters/60002240.jpg,2016-05-02 22:58:56 UTC,2016-05-02 22:58:56 UTC
1507,Two Can Play That Game,2001,3,Comedies,"Vivica A. Fox, Morris Chestnut, Anthony Anderson, Gabrielle Union, Wendy Raquel Robinson, Tamala Jones, Mo'Nique, Ray Wise, Bobby Brown, Dondre T. Whitfield",Mark Brown,"When corporate overachiever Shant&#233; Smith sees her lawyer boyfriend out on the town with another woman, she launches a surefire 10-day scheme that will win back her man -- and teach him a lesson in the process.",http://netflixroulette.net/api/posters/60021212.jpg,2016-05-02 22:58:56 UTC,2016-05-02 22:58:56 UTC
1508,Katt Williams: The Pimp Chronicles: Pt. 1,2006,4,Comedies,"Katt Williams, Anthony Anderson",Gary Binkow,"Comedian Katt Williams showcases his talents in this stand-up special, drawing on his own personal experiences and his edgy take on life to bring the house down with laughter with his sassy portrait of black America.",http://netflixroulette.net/api/posters/70056663.jpg,2016-05-02 22:58:56 UTC,2016-05-02 22:58:56 UTC
1509,Goats,2012,3,Comedies,"David Duchovny, Vera Farmiga, Graham Phillips, Ty Burrell, Justin Kirk, Keri Russell, Anthony Anderson, Dakota Johnson, Adelaide Kane, Nicholas Lobue",Christopher Neil,"When 15-year-old Ellis departs from his home in Tucson for an elite East Coast prep school, he must leave behind his New Age mother and his goat herder mentor, Goat Man, to forge a new life with his estranged father and new stepmother.",http://netflixroulette.net/api/posters/70227649.jpg,2016-05-02 22:58:56 UTC,2016-05-02 22:58:56 UTC
1510,My Baby's Daddy,2004,3,Comedies,"Eddie Griffin, Anthony Anderson, Michael Imperioli, Paula Jai Parker, Joanna Bacalso, Bai Ling, Marsha Thomason, Bobb'e J. Thompson, Dee Freeman, Method Man",Cheryl Dunye,Three slacker buddies find themselves forced to grow up and face the challenges of fatherhood when their girlfriends get pregnant at the same time.,http://netflixroulette.net/api/posters/60027683.jpg,2016-05-02 22:58:56 UTC,2016-05-02 22:58:56 UTC
1511,The Power of Few,2013,2,Action & Adventure,"Christopher Walken, Christian Slater, Anthony Anderson, Jesse Bradford, Nicky Whelan, Moon Bloodgood, Q'Orianka Kilcher, Navid Negahban, Jordan Prentice, Derek Richardson",Leone Marucci,"Religious conspiracy, coincidence and a New Orleans smuggling operation draw together five disparate people with transformative results.",http://netflixroulette.net/api/posters/70270733.jpg,2016-05-02 22:58:56 UTC,2016-05-02 22:58:56 UTC
1512,Kangaroo Jack,2003,3,Comedies,"Jerry O'Connell, Anthony Anderson, Estella Warren, Christopher Walken, Marton Csokas, Dyan Cannon, Michael Shannon, Bill Hunter, David Ngoombujarra, Mark Sellito, Damien Fotiou, Christopher Baker, Ryan Gibson",David McNally,"Two boyhood pals sent to Australia to deliver $100,000 of mob money are forced to pursue a runaway kangaroo when the critter runs off with the cash.",http://netflixroulette.net/api/posters/60026109.jpg,2016-05-02 22:58:56 UTC,2016-05-02 22:58:56 UTC
